ZEIT;RAUM;MERKMAL;WERT
2014;Münster. Gesamtstadt;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.81
2022;5 Münster-West;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.81
2014;24 Hansaplatz;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.8
2021;15 Martini;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.79
2019;47 Uppenberg;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.79
2018;33 Schützenhof;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.78
2015;8 Münster-Südost;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.77
2016;6 Münster-Nord;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;15.76
2021;6 Münster-Nord;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;15.76
2020;82 Gremmendorf-Ost;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.76
2016;45 Mauritz-Mitte;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.75
2020;11 Aegidii;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.75
2014;Münster. Gesamtstadt;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.72
2020;98 Amelsbüren;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.7
2015;31 Aaseestadt;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.69
2014;24 Hansaplatz;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.68
2014;6 Münster-Nord;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;15.67
2015;Münster. Gesamtstadt;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.62
2020;12 Überwasser;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.62
2018;Münster. Gesamtstadt;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.61
2018;51 Gievenbeck;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.59
2016;68 Sprakel;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.58
2017;28 Neutor;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.58
2022;63 Kinderhaus-West;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;15.58
2019;63 Kinderhaus-West;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;15.56
2020;97 Hiltrup-West;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.55
2020;96 Hiltrup-Mitte;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.53
2021;13 Dom;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.53
2020;81 Gremmendorf-West;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.53
2022;6 Münster-Nord;Anteil der weiblichen SGBII-Personen im Alter von 15 - 64 Jahren an den weiblichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;15.52
2020;32 Geist;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.51
2018;6 Münster-Nord;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;15.5
2017;32 Geist;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.5
2018;71 Mauritz-Ost;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.49
2021;9 Münster-Hiltrup;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.45
2018;32 Geist;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.45
2020;21 Pluggendorf;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.45
2015;Münster. Gesamtstadt;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.44
2015;28 Neutor;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.44
2019;6 Münster-Nord;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;15.43
2022;51 Gievenbeck;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.42
2019;82 Gremmendorf-Ost;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.42
2020;24 Hansaplatz;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.42
2014;97 Hiltrup-West;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.41
2022;9 Münster-Hiltrup;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.39
2016;13 Dom;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.38
2020;95 Hiltrup-Ost;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.38
2017;63 Kinderhaus-West;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;15.38
2016;23 Bahnhof;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.38
2020;51 Gievenbeck;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.35
2015;97 Hiltrup-West;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.34
2021;82 Gremmendorf-Ost;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.34
2014;95 Hiltrup-Ost;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.33
2022;71 Mauritz-Ost;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.33
2018;Münster. Gesamtstadt;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.32
2022;87 Wolbeck;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.32
2021;25 Mauritz-West;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.31
2020;63 Kinderhaus-West;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;15.3
2016;68 Sprakel;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.3
2018;63 Kinderhaus-West;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;15.29
2018;87 Wolbeck;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.29
2019;98 Amelsbüren;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.27
2021;47 Uppenberg;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.27
2015;Münster. Gesamtstadt;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.26
2017;6 Münster-Nord;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;15.26
2015;54 Mecklenbeck;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.26
2019;25 Mauritz-West;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.25
2020;56 Albachten;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.23
2014;51 Gievenbeck;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.22
2019;45 Mauritz-Mitte;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.22
2020;6 Münster-Nord;Anteil der SGBII-Personen im Alter von 15 - 64 Jahren an den Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;15.21
2014;68 Sprakel;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.2
2016;51 Gievenbeck;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.2
2019;5 Münster-West;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.17
2016;31 Aaseestadt;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.17
2021;62 Kinderhaus-Ost;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.14
2019;Münster. Gesamtstadt;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.13
2015;81 Gremmendorf-West;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.13
2019;32 Geist;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.11
2019;87 Wolbeck;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.1
2022;96 Hiltrup-Mitte;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.1
2022;52 Sentrup;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.09
2014;23 Bahnhof;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.09
2017;27 Kreuz;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.09
2019;51 Gievenbeck;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.09
2015;51 Gievenbeck;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.07
2018;8 Münster-Südost;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.05
2018;51 Gievenbeck;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.05
2016;95 Hiltrup-Ost;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.04
2020;87 Wolbeck;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;15.04
2019;96 Hiltrup-Mitte;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15.02
2016;15 Martini;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15
2018;13 Dom;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;15
2018;Münster. Gesamtstadt;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.99
2021;97 Hiltrup-West;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.99
2019;57 Roxel;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;14.98
2021;76 Gelmer-Dyckburg;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;14.97
2016;32 Geist;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.96
2015;5 Münster-West;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;14.93
2022;98 Amelsbüren;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.92
2017;43 Hafen;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.89
2020;97 Hiltrup-West;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.89
2021;62 Kinderhaus-Ost;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.89
2022;82 Gremmendorf-Ost;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;14.89
2016;28 Neutor;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.89
2022;23 Bahnhof;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.89
2019;8 Münster-Südost;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.88
2020;5 Münster-West;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;14.86
2018;82 Gremmendorf-Ost;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;14.85
2018;97 Hiltrup-West;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;14.84
2014;31 Aaseestadt;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.83
2019;63 Kinderhaus-West;Anteil der männlichen SGBII-Personen im Alter von 15 - 64 Jahren an den männlichen Einwohnern im Alter von 15 - 64 Jahren - Kernindikator 1;14.82
2019;14 Buddenturm;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;14.81
2014;32 Geist;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.81
2015;26 Schlachthof;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.79
2016;46 Rumphorst;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.79
2019;Münster. Gesamtstadt;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.76
2019;71 Mauritz-Ost;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;14.76
2021;9 Münster-Hiltrup;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.75
2014;32 Geist;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.75
2014;97 Hiltrup-West;Anteil der männlichen SGBII-Personen im Alter von 0 - 14 Jahren an den männlichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.75
2014;57 Roxel;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;14.74
2022;56 Albachten;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;14.73
2017;32 Geist;Anteil der weiblichen SGBII-Personen im Alter von 0 - 14 Jahren an den weiblichen Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.73
2019;43 Hafen;Anteil der SGBII-Personen im Alter von 0 - 14 Jahren an den Einwohnern im Alter von 0 - 14 Jahren - Kernindikator 2;14.71
2015;34 Düesberg;Anteil der Kinder in alleinerziehende Haushalten an allen Kindern in Haushalten - Kontextindikator 1;14.71
